Symbol,Interval,Hurst Exponent,Deviation,Average Volume,Data Points
TROW,2m,0.48781822063727126,0.01218177936272874,4885.586813523023,6537
AWK,2m,0.5581016585128391,0.058101658512839105,4554.140146878825,6536
AME,2m,0.54966012711484,0.049660127114840025,5144.144583843329,6536
SRE,1d,0.5383278318411527,0.03832783184115274,2572147.3002754822,6534
SYK,2m,0.5049318619892244,0.004931861989224351,5872.494031221304,6534
RSG,1d,0.5991278054172999,0.09912780541729993,1460347.690753215,6532
CSGP,1d,0.5577404883081221,0.05774048830812206,1628849.0318432334,6532
AKAM,2m,0.5044644050056949,0.004464405005694894,8467.349510104103,6532
WRK,2m,0.5433943259998588,0.04339432599985882,8895.175650842266,6530
AON,2m,0.5032903741063873,0.003290374106387328,7452.37258805513,6530
DFS,2m,0.43321754606624197,0.06678245393375803,4877.916653899188,6527
CHD,2m,0.4520337846799536,0.04796621532004641,4364.629464970106,6523
FANG,2m,0.5355802837561114,0.03558028375611144,5627.467494633548,6522
LIN,2m,0.4771724879467347,0.022827512053265275,6552.362005519779,6522
CDNS,2m,0.5364845107733256,0.036484510773325596,5975.108879006288,6521
TXT,2m,0.47063711201546155,0.029362887984538455,4102.715381076522,6521
CTLT,2m,0.535823707984268,0.03582370798426804,6268.7862841362385,6518
BXP,2m,0.4877654888331209,0.012234511166879125,4623.8909007211905,6517
NSC,2m,0.492097935956115,0.007902064043884993,6058.739984650806,6515
MAR,2m,0.48809251565487444,0.011907484345125563,5379.9167945962545,6514
PNR,2m,0.5318463995669862,0.031846399566986205,4053.3394255874673,6511
RSG,2m,0.4701057591970216,0.029894240802978422,4338.982774530914,6502
CCI,1d,0.547190034138577,0.04719003413857703,1902968.7324203723,6499
TMO,2m,0.5091037195841803,0.009103719584180325,5172.212130541872,6496
GNRC,2m,0.523791620563321,0.02379162056332096,4544.127233518177,6492
STZ,2m,0.49170550032801846,0.008294499671981537,4387.437230104873,6484
TT,2m,0.4943971125239321,0.005602887476067908,4381.542412091301,6484
QRVO,2m,0.5444123934782913,0.04441239347829129,5925.467119481322,6478
KEYS,2m,0.5642491906636191,0.06424919066361912,4724.843552123552,6475
EBAY,1d,0.5481520217361603,0.04815202173616029,32908061.330913022,6473
DOV,2m,0.4901159987892064,0.00988400121079358,4432.111935683364,6468
NTRS,2m,0.4877834288605446,0.012216571139455401,4526.947840891503,6461
TRV,2m,0.4983129036604754,0.0016870963395245742,3785.1610156370957,6459
ITW,2m,0.48131963002649614,0.018680369973503863,4012.871127633209,6456
DTE,2m,0.4954227354907856,0.004577264509214418,3650.699256275178,6454
STLD,2m,0.49904679920264344,0.000953200797356557,4493.192993334367,6451
EXC,2m,0.5099386927342898,0.009938692734289822,23065.516214119474,6445
PGR,2m,0.49428789357899267,0.005712106421007335,9055.408017402113,6436
RCL,2m,0.5406047324790892,0.040604732479089245,9205.92829366931,6429
WAB,2m,0.5055827756889457,0.005582775688945718,4163.867766023646,6428
INTU,2m,0.5620146073531717,0.06201460735317166,6226.27008094645,6424
ADP,2m,0.48815758300286877,0.011842416997131233,4934.0791030831515,6422
PNW,2m,0.4704390404738539,0.029560959526146124,3889.806984720923,6414
ECL,2m,0.565826154318089,0.06582615431808903,3915.387615036656,6411
FOX,2m,0.5608172530524077,0.060817253052407705,3277.314147558883,6411
HCA,2m,0.5319051524457913,0.031905152445791285,4334.6803432137285,6410
WRB,2m,0.4650122465905094,0.03498775340949062,3895.1239269548932,6407
PWR,2m,0.4974999978097289,0.002500002190271078,4141.895722759912,6406
TRMB,2m,0.5225578679932369,0.02255786799323689,6164.3022638563625,6405
IQV,2m,0.5031463171772814,0.0031463171772814214,4496.721518987341,6399
ISRG,2m,0.5493369650370215,0.04933696503702145,4488.087085678549,6396
REG,2m,0.4623085962402034,0.03769140375979663,4057.176939924906,6392
NVDA,1d,0.5980194703893786,0.09801947038937864,607395646.5676733,6391
RL,2m,0.5483557419743863,0.0483557419743863,3970.450046977764,6386
VRTX,2m,0.6330773262948294,0.13307732629482938,4874.528831087433,6382
SPGI,2m,0.5249465151834818,0.024946515183481788,4040.924005014102,6382
BIIB,2m,0.5606848608476233,0.060684860847623256,4594.753214173722,6378
EXR,2m,0.5319434705898094,0.0319434705898094,3961.7211855104283,6377
ATO,2m,0.5213454522327681,0.02134545223276807,4098.49121706399,6376
LMT,2m,0.48381613633463777,0.01618386366536223,3370.294320677753,6374
CMA,2m,0.5460065391830776,0.04600653918307762,7084.849968612681,6372
TSCO,2m,0.49966388249921767,0.00033611750078232916,4362.660122506675,6367
GPC,2m,0.5962173599053525,0.09621735990535252,3324.0036157836817,6361
COO,2m,0.4999861292343251,1.3870765674883767e-05,4365.882538182963,6351
BKNG,1d,0.5455817072372748,0.04558170723727484,732989.6327238336,6344
TECH,2m,0.5440182326041832,0.04401823260418325,4840.629886506936,6344
GD,2m,0.5143075675488098,0.014307567548809796,3730.267654476671,6344
RVTY,2m,0.4948236055422217,0.005176394457778288,4034.3778198454015,6339
ROK,2m,0.47023489494514015,0.029765105054859853,3917.252762867067,6334
CMI,2m,0.5230758788381414,0.02307587883814144,3386.4073957016435,6328
ULTA,2m,0.4517087839075217,0.04829121609247827,4208.440809230283,6327
CHTR,2m,0.5176063181478525,0.017606318147852518,5178.13508383423,6322
GS,1d,0.49961639839489935,0.00038360160510064745,5006038.040499921,6321
LDOS,2m,0.5729444067112686,0.07294440671126856,4071.905576679341,6312
PFG,2m,0.5460506873686856,0.04605068736868556,3512.182351077313,6312
LHX,2m,0.5221122328799009,0.02211223287990094,3389.4211443968934,6309
HSIC,2m,0.5209876698052325,0.02098766980523248,4271.265461465271,6306
FFIV,1d,0.5142637647116108,0.014263764711610838,1506463.5407207494,6299
SBAC,1d,0.5536385422695145,0.05363854226951448,1064809.7431250995,6291
JNPR,1d,0.5026544233987313,0.0026544233987313426,8207561.726448122,6284
CPT,2m,0.5183558725242452,0.018355872524245198,3704.068619646553,6281
DVA,2m,0.4548145572798435,0.04518544272015651,4082.2396496815286,6280
NOC,2m,0.58293452324352,0.08293452324352002,4027.444550669216,6276
EMN,2m,0.5079449497431785,0.007944949743178498,3413.1769770408164,6272
EFX,2m,0.5317433456623665,0.03174334566236647,3308.9923457183863,6271
AOS,2m,0.5127874250301602,0.012787425030160171,3045.485167464115,6270
MSCI,2m,0.5169567187606262,0.01695671876062621,3203.8439942574573,6269
L,2m,0.5031308859182569,0.0031308859182569426,2406.130038387716,6252
PAYC,2m,0.5756818255179514,0.07568182551795144,3988.1051368218914,6249
ARE,2m,0.4961772682204794,0.003822731779520583,2923.692739221029,6239
SBAC,2m,0.48579925191209367,0.014200748087906334,4059.18781074579,6235
ELV,2m,0.5236408519322157,0.023640851932215656,3742.8645565552697,6224
RMD,2m,0.4682878436334803,0.031712156366519695,3995.061112898038,6218
BLK,1d,0.5594031241217968,0.059403124121796824,506152.62516087515,6216
MTB,2m,0.5057065972124138,0.005706597212413844,3009.999355877617,6210
RJF,2m,0.5054759017140951,0.005475901714095066,3396.0156401160916,6202
AKAM,1d,0.5349432247428885,0.03494322474288847,2750510.5779535184,6196
DGX,2m,0.5102123499893352,0.010212349989335179,3637.969310289129,6191
UPS,1d,0.507815443166682,0.007815443166682035,3394367.35051713,6188
A,1d,0.5383677892514599,0.038367789251459894,3352114.4920737627,6182
LH,2m,0.5232419760679532,0.023241976067953196,3196.1108234913445,6181
TDY,1d,0.5550821612789624,0.05508216127896237,204814.27172681663,6179
PH,2m,0.5129639846183649,0.012963984618364899,3292.0866103347416,6154
PKG,1d,0.54381801584602,0.043818015846019964,760984.2479621781,6134
SNPS,2m,0.5678415339168251,0.06784153391682513,3574.9978799739074,6132
PSA,2m,0.545739485514949,0.045739485514948997,2871.682552635874,6127
JBHT,2m,0.5267231260616051,0.026723126061605096,3671.2697841726617,6116
VRSN,2m,0.5133693444814917,0.01336934448149174,3592.575787401575,6096
EW,1d,0.5828155033487608,0.08281550334876076,5049952.9164752215,6094
PODD,2m,0.5024704944549363,0.0024704944549363006,4481.2261455082935,6089
MET,1d,0.47041152460849295,0.029588475391507052,5892355.025628388,6087
VMC,2m,0.48237155780477653,0.01762844219522347,3117.377982557183,6077
ON,1d,0.5301668048222076,0.03016680482220757,5774968.653979239,6069
CDW,2m,0.5274919305035671,0.02749193050356713,3537.8030403172506,6052
EPAM,2m,0.4948305911225795,0.005169408877420512,4248.501982815598,6052
MCO,2m,0.613691500656852,0.11369150065685196,3006.8847682119203,6040
ISRG,1d,0.5696877061459928,0.06968770614599284,3922052.2322345534,6037
CRL,1d,0.5612849704216121,0.06128497042161207,540955.0707891247,6032
AJG,2m,0.5848259384184612,0.0848259384184612,3229.609237414853,6019
MCK,2m,0.5454450171465431,0.04544501714654314,3074.0926480372586,6012
ILMN,1d,0.5359038322099096,0.03590383220990956,1335572.544274301,6008
EQIX,1d,0.5507269322395784,0.05072693223957836,564533.0715238412,5998
UHS,2m,0.5581173239274104,0.058117323927410425,2738.8738091258565,5983
TPR,1d,0.5128836366769557,0.01288363667695569,4109586.735861722,5959
GRMN,2m,0.5952491827963958,0.09524918279639583,3251.0287443267775,5949
LRCX,2m,0.530035728229477,0.030035728229476977,3566.5242098184262,5948
VRSK,2m,0.6224528704431919,0.12245287044319186,3408.2659484935198,5941
MHK,2m,0.4823930299248278,0.0176069700751722,2882.381072874494,5928
GRMN,1d,0.5591066715495109,0.05910667154951088,1477262.8689771767,5915
ALGN,2m,0.5771889754319592,0.07718897543195924,3716.685985426199,5901
NWS,2m,0.5746364231122504,0.07463642311225038,3191.46593220339,5900
J,2m,0.5406737908639682,0.04067379086396816,3064.1789955887343,5894
GPN,1d,0.5292358964394398,0.0292358964394398,1462001.8962824647,5891
ALGN,1d,0.5384146165095528,0.0384146165095528,816993.0664852916,5881
PTC,2m,0.493055662419111,0.006944337580889026,3527.4179561299097,5881
CE,2m,0.523849743054442,0.023849743054441985,2809.0998806885973,5867
BLK,2m,0.5346607432487663,0.034660743248766335,2486.0001704739175,5866
MAA,2m,0.512186175192941,0.012186175192940962,2856.5596658711215,5866
CBOE,2m,0.48243214944544044,0.01756785055455956,14838.366074478989,5854
ALLE,2m,0.5073221737007936,0.007322173700793577,2460.4247863247865,5850
MSI,2m,0.5430823478698836,0.04308234786988363,2774.7664948453607,5820
WTW,1d,0.49684114309686395,0.0031588569031360536,503825.78079115564,5789
MDLZ,1d,0.4738894393988313,0.026110560601168675,7497515.314616448,5788
AXON,1d,0.5360378902020538,0.036037890202053835,2164465.2119640387,5784
FIS,1d,0.5238321413920349,0.023832141392034933,2103505.8680615597,5783
FRT,2m,0.4853988015827758,0.014601198417224182,2298.8433003986825,5769
ACN,1d,0.5868055439653811,0.0868055439653811,2879330.1978479694,5762
ZBH,1d,0.5038149418351552,0.0038149418351551834,1576887.6127799966,5759
BG,1d,0.49483107281797495,0.0051689271820250515,1186105.091952025,5753
AVB,2m,0.48415114021924266,0.01584885978075734,2382.1788575409264,5742
DPZ,2m,0.4520521508836323,0.04794784911636768,2506.424581005587,5728
STE,2m,0.5502851339979826,0.05028513399798262,2494.929683400385,5717
PFG,1d,0.5075616987169412,0.007561698716941234,1784262.8340350876,5700
ELV,1d,0.5629197244754759,0.06291972447547589,2634373.099385426,5695
CRL,2m,0.4914627044588681,0.008537295541131917,2689.54170340328,5671
HUBB,2m,0.4916435728538495,0.00835642714615048,2660.682139075185,5666
CNC,1d,0.5410571150237347,0.04105711502373466,2922992.2070974577,5664
PRU,1d,0.4844450723248839,0.015554927675116126,2889443.8110875706,5664
WST,2m,0.5385578909106381,0.038557890910638104,2639.9038767923525,5649
CPAY,2m,0.5419315214317643,0.04193152143176426,2542.1012815948734,5618
URI,2m,0.5059375695898961,0.005937569589896108,2527.39028744867,5601
NFLX,1d,0.5509451353816522,0.05094513538165224,15661028.130716601,5554
NDAQ,1d,0.5414884290901641,0.04148842909016415,4212876.563494935,5528
KLAC,2m,0.5700469825273157,0.07004698252731567,3076.766624388476,5519
MLM,2m,0.4965931969554634,0.0034068030445366104,2087.100199673262,5509
AXON,2m,0.5479115038801359,0.047911503880135875,2627.367090909091,5500
WAT,2m,0.5680124543326982,0.0680124543326982,2622.701898503103,5478
FFIV,2m,0.4640908919352379,0.03590910806476211,2893.867093235832,5470
EQIX,2m,0.47027561146764724,0.029724388532352763,3311.015378982058,5462
WYNN,1d,0.512640903241963,0.012640903241962986,2377123.7871832536,5446
BR,2m,0.5101790804778086,0.010179080477808577,2356.80536666054,5441
IT,2m,0.515153559661588,0.015153559661588045,2300.668506254599,5436
IDXX,2m,0.5346690230498793,0.03466902304987929,2667.4624884792624,5425
CME,1d,0.5371285541474285,0.03712855414742855,2552804.7797673987,5417
STX,1d,0.5313292414393656,0.03132924143936555,5771682.184891024,5414
TFX,2m,0.46564670809327,0.03435329190672998,2735.5128489554445,5409
PKG,2m,0.46177771414066965,0.03822228585933035,2197.3637385278143,5339
MOH,2m,0.5383612933281405,0.03836129332814053,2478.8259308259308,5291
MOH,1d,0.537883405613392,0.037883405613391985,566036.578578199,5275
CINF,2m,0.510271945052409,0.010271945052409026,2528.183292008392,5243
LKQ,1d,0.5478268856592465,0.04782688565924653,1796794.8725283165,5209
NRG,1d,0.5147074718577213,0.014707471857721255,3691855.4879086865,5169
AIZ,1d,0.5570729127836656,0.05707291278366555,775958.8958048781,5125
ROP,2m,0.5347413101566847,0.03474131015668469,2698.784190960673,5111
RCL,1h,0.5748672496314778,0.07486724963147784,798590.2702808878,5091
CMA,1h,0.5144227090391469,0.014422709039146886,352551.9208406993,5091
EXC,1h,0.49837001457477537,0.0016299854252246337,1176929.1524258496,5091
PYPL,1h,0.6200718683690979,0.12007186836909789,1889588.5306603773,5088
GE,1h,0.6114720139396408,0.11147201393964079,861418.0626965408,5088
NVDA,1h,0.6019303362852763,0.10193033628527626,6609671.386792453,5088
ACGL,1h,0.5975447567133727,0.0975447567133727,215320.5837264151,5088
HST,1h,0.40446229760938823,0.09553770239061177,854933.643081761,5088
MCK,1h,0.5938185273545403,0.09381852735454033,105233.6603773585,5088
LLY,1h,0.5921734176716816,0.09217341767168163,339745.34237421385,5088
MMM,1h,0.5889347087959405,0.08893470879594045,457942.2148191824,5088
KMI,1h,0.41132228846060603,0.08867771153939397,1769269.8763757863,5088
EA,1h,0.4129942903095982,0.08700570969040178,249903.9658018868,5088
CHTR,1h,0.586533755562744,0.08653375556274401,150191.4443789308,5088
META,1h,0.5856182681887205,0.08561826818872054,3332327.901533019,5088
MPC,1h,0.5847267239339389,0.08472672393393887,515859.59021226416,5088
FICO,1h,0.5833591272472608,0.0833591272472608,25823.908805031446,5088
GNRC,1h,0.583108293028083,0.08310829302808298,152409.58608490566,5088
BAX,1h,0.5815674553208405,0.08156745532084053,488445.16607704404,5088
VICI,1h,0.4202506816131748,0.0797493183868252,749799.5670204402,5088
ILMN,1h,0.5795463872274355,0.07954638722743546,171413.05483490566,5088
GRMN,1h,0.5790590711663212,0.07905907116632116,93341.73722484277,5088
FTNT,1h,0.42123249664330403,0.07876750335669597,497712.7468553459,5088
BLDR,1h,0.577784351817077,0.07778435181707699,248376.22995283018,5088
BDX,1h,0.4233675615562982,0.07663243844370182,147640.70892295596,5088
MTCH,1h,0.5746591738515976,0.0746591738515976,498835.7346698113,5088
FIS,1h,0.5724229538232228,0.07242295382322284,543078.0829402516,5088
GWW,1h,0.5715562012162384,0.0715562012162384,30970.122051886792,5088
DECK,1h,0.57125297030648,0.07125297030648003,49374.39838836478,5088
JBHT,1h,0.42880310185893655,0.07119689814106345,89574.8527908805,5088
BXP,1h,0.5709989512545562,0.07099895125455624,149156.7682783019,5088
FSLR,1h,0.5708868214239337,0.07088682142393365,282778.8276336478,5088
PHM,1h,0.5694088426315869,0.06940884263158686,281769.4115566038,5088
D,1h,0.5685379733775465,0.06853797337754652,497526.94123427675,5088
VRTX,1h,0.567962214606346,0.067962214606346,159284.22327044024,5088
ARE,1h,0.5679246718731257,0.06792467187312567,107364.8840408805,5088
STZ,1h,0.4333531618635148,0.0666468381364852,129654.95538522012,5088
ALGN,1h,0.5660585406313228,0.06605854063132277,105644.02201257861,5088
DFS,1h,0.4340497222675054,0.06595027773249462,274012.7771226415,5088
NEM,1h,0.5655635722155943,0.06556357221559428,1042187.8435534592,5088
TT,1h,0.5649559152755469,0.0649559152755469,148433.2781053459,5088
LKQ,1h,0.4354343979304081,0.06456560206959189,172536.14563679244,5088
SWK,1h,0.5644899567915355,0.06448995679153546,191943.2458726415,5088
CMCSA,1h,0.5643512430394815,0.06435124303948148,2272985.6389544024,5088
PAYX,1h,0.436094552406479,0.06390544759352101,186182.47444968554,5088
TXN,1h,0.4367026579443326,0.0632973420556674,550777.4158805031,5088
SMCI,1h,0.5617137282917523,0.06171372829175226,333199.9884040881,5088
MKTX,1h,0.5608530864014543,0.06085308640145426,42122.16588050315,5088
TROW,1h,0.559498962395866,0.05949896239586605,170149.51139937105,5088
PNR,1h,0.5594137697500386,0.05941376975003865,149713.62873427672,5088
ZBRA,1h,0.5589876438668798,0.058987643866879824,46001.04088050315,5088
UAL,1h,0.4415039831248928,0.05849601687510719,1302422.1163522012,5088
LW,1h,0.5583581716921917,0.05835817169219171,185883.80031446542,5088
AXON,1h,0.5578795612495273,0.05787956124952731,62355.49685534591,5088
CCI,1h,0.5577928853415883,0.05779288534158833,255248.23368710693,5088
J,1h,0.4425192625435537,0.057480737456446274,77050.4375,5088
PWR,1h,0.5571255117412282,0.05712551174122815,125156.68612421384,5088
VST,1h,0.5569757448016288,0.056975744801628814,520654.19929245283,5088
ETSY,1h,0.5566020603963925,0.056602060396392484,441555.0127751572,5088
CAH,1h,0.5558003852669037,0.055800385266903674,281751.2678852201,5088
AVGO,1h,0.5545594523883287,0.05455945238832871,268436.32350628934,5088
TMO,1h,0.44567170520050603,0.05432829479949397,202771.37067610063,5088
JNJ,1h,0.44629701485509105,0.053702985144908955,912910.9339622641,5088
CTLT,1h,0.5536863545919326,0.053686354591932606,252357.65585691825,5088
CPT,1h,0.5535684539121235,0.053568453912123504,93617.31112421384,5088
DIS,1h,0.5534191091299738,0.05341910912997383,1505285.9070361636,5088
HPQ,1h,0.4469991369246035,0.053000863075396476,1052526.795794025,5088
PPL,1h,0.4471565799028983,0.05284342009710169,594172.6018081761,5088
DE,1h,0.4473099533527347,0.05269004664726529,199948.6896619497,5088
CHRW,1h,0.4479762162637741,0.052023783736225904,144640.3396226415,5088
HSY,1h,0.5518996740993143,0.051899674099314286,133389.12146226416,5088
PM,1h,0.448673490398723,0.05132650960127699,486332.50471698114,5088
ETR,1h,0.44967508799528805,0.05032491200471195,152115.63718553458,5088
EPAM,1h,0.5497432830691718,0.04974328306917175,73016.0505110063,5088
ETN,1h,0.5487669405832583,0.048766940583258256,224960.84944968554,5088
TXT,1h,0.451357009951003,0.048642990048997026,138834.397995283,5088
TSN,1h,0.5481832068929469,0.04818320689294686,289024.638168239,5088
NDSN,1h,0.45185100275894896,0.04814899724105104,23764.187893081762,5088
CNP,1h,0.4519205100179884,0.048079489982011614,596910.7816430818,5088
LNT,1h,0.4523657180660946,0.0476342819339054,159508.35534591196,5088
WBA,1h,0.5474254435161771,0.04742544351617706,1020686.5625,5088
CPRT,1h,0.5474127534413316,0.04741275344133156,235482.6572327044,5088
TDG,1h,0.5472719765073275,0.04727197650732751,32085.47386006289,5088
BMY,1h,0.547255561810652,0.04725556181065205,1313292.5742924528,5088
FDS,1h,0.452993207862381,0.04700679213761899,28674.126179245282,5088
SWKS,1h,0.546644353315358,0.04664435331535799,207371.40860849057,5088
MS,1h,0.4535951833468019,0.04640481665319812,969240.9829009434,5088
STE,1h,0.4539799656357848,0.0460200343642152,54522.847877358494,5088
ADBE,1h,0.5457783027638171,0.045778302763817114,375570.46403301886,5088
JBL,1h,0.545657849851093,0.045657849851093,144589.7380110063,5088
MDT,1h,0.545118798640148,0.045118798640148006,696839.0202437107,5088
AAL,1h,0.4556141362957913,0.04438586370420872,4375735.087460692,5088
HWM,1h,0.5441721169668141,0.04417211696681411,319615.5788128931,5088
XYL,1h,0.5439632300472972,0.043963230047297186,140891.3679245283,5088
UNH,1h,0.45629885253497626,0.04370114746502374,363518.3592767296,5088
PCG,1h,0.5431740589498298,0.04317405894982984,2064886.091981132,5088
TFC,1h,0.5431299199530827,0.043129919953082685,983675.2814465408,5088
RJF,1h,0.4569356159742221,0.04306438402577789,124700.42433176101,5088
DHR,1h,0.45756685395461655,0.04243314604538345,306873.68474842765,5088
EIX,1h,0.4575706315234822,0.04242936847651779,204239.11143867925,5088
AMD,1h,0.5422840500401365,0.04228405004013647,9883198.672366353,5088
PCAR,1h,0.5419231760015156,0.04192317600151563,237460.81505503145,5088
BSX,1h,0.5418027991016612,0.04180279910166118,874207.116745283,5088
MRK,1h,0.5417309346238421,0.04173093462384214,1052795.5267295598,5088
CRM,1h,0.5413941498958027,0.0413941498958027,821961.7132468553,5088
REG,1h,0.4588103162553784,0.04118968374462162,104879.19614779874,5088
PFG,1h,0.45885836339771285,0.041141636602287146,154054.9093946541,5088
MCHP,1h,0.45896261110273845,0.04103738889726155,494649.0465801887,5088
CMG,1h,0.5408538382064206,0.040853838206420634,32752.82468553459,5088
RTX,1h,0.45920597942148567,0.040794020578514334,672650.1928066037,5088
NVR,1h,0.5406558224026843,0.04065582240268428,2324.6474056603774,5088
VZ,1h,0.540648931553015,0.040648931553014966,2509980.130110063,5088
KIM,1h,0.4595948847386466,0.040405115261353375,534347.2924528302,5088
EBAY,1h,0.540291687857735,0.04029168785773496,703117.8543632076,5088
LYB,1h,0.45974675629641054,0.04025324370358946,233787.7883254717,5088
MRNA,1h,0.5402399820581826,0.04023998205818258,841794.251572327,5088
HPE,1h,0.46006702969100255,0.03993297030899745,1448295.0320361636,5088
BWA,1h,0.46036226128972396,0.03963773871027604,254769.37558962265,5088
QRVO,1h,0.5392715126548493,0.039271512654849294,139696.8718553459,5088
ESS,1h,0.5388340744149921,0.03883407441499209,44623.989190251574,5088
ORCL,1h,0.5384418341633626,0.038441834163362554,1037975.4730738994,5088
AVY,1h,0.46163014881658243,0.03836985118341757,54256.9667845912,5088
ORLY,1h,0.5381774566303391,0.03817745663033911,52195.89858490566,5088
TFX,1h,0.5381134424310388,0.03811344243103876,40107.68808962264,5088
KDP,1h,0.46190409362734364,0.03809590637265636,876528.8121069182,5088
XOM,1h,0.5380524219937702,0.038052421993770236,2501314.8942610063,5088
DPZ,1h,0.5380252576351096,0.038025257635109555,73606.29952830188,5088
STLD,1h,0.5379752477895229,0.03797524778952288,203742.6169418239,5088
WEC,1h,0.4622479161579565,0.03775208384204348,169392.69241352202,5088
VLO,1h,0.5376929312296984,0.03769293122969841,474054.20145440253,5088
CZR,1h,0.537648412579494,0.03764841257949403,393309.93180031446,5088
ANET,1h,0.5375871551187715,0.03758715511877153,264817.45676100627,5088
DHI,1h,0.537575933584145,0.037575933584145016,355637.81014150946,5088
APH,1h,0.5375028822600313,0.03750288226003129,278376.23270440253,5088
LRCX,1h,0.5374890920263686,0.03748909202636863,153039.85141509434,5088
CMI,1h,0.46259750485843265,0.03740249514156735,122461.31466194968,5088
LEN,1h,0.5372266485693831,0.03722664856938307,273309.25353773584,5088
KMX,1h,0.5371356682466721,0.03713566824667214,230855.82606132075,5088
NKE,1h,0.5370052303365913,0.03700523033659131,903308.9133254717,5088
RF,1h,0.463055829969339,0.03694417003066103,1053694.9821147798,5088
HAS,1h,0.5369070423649716,0.036907042364971554,170944.59099842768,5088
SO,1h,0.4632453696140458,0.03675463038595422,518945.4459512579,5088
IDXX,1h,0.5367371402767487,0.03673714027674868,54862.4082154088,5088
WY,1h,0.46327474207512376,0.03672525792487624,423161.89976415096,5088
ECL,1h,0.5366926961657044,0.036692696165704364,127759.95597484277,5088
CRL,1h,0.5366374866765586,0.03663748667655864,63256.21481918239,5088
DRI,1h,0.46346511982181665,0.03653488017818335,145319.45125786163,5088
CCL,1h,0.5358928847998172,0.035892884799817226,5320016.142099056,5088
PEP,1h,0.46419219039429377,0.03580780960570623,491917.0845125786,5088
URI,1h,0.5357552837784575,0.03575528377845749,88096.8478773585,5088
AMCR,1h,0.46465393440406844,0.035346065595931564,896227.0393081761,5088
MMC,1h,0.4650007332710034,0.034999266728996614,178688.51572327045,5088
JPM,1h,0.5349008240307344,0.034900824030734356,1319819.268081761,5088
HUBB,1h,0.534753379143923,0.03475337914392296,46271.4445754717,5088
FOX,1h,0.4653396836279574,0.03466031637204259,122460.26395440252,5088
F,1h,0.5346514356215045,0.03465143562150452,8599679.697916666,5088
CDW,1h,0.4653628168735096,0.03463718312649039,85463.14563679245,5088
AIG,1h,0.4654696924038645,0.03453030759613551,490235.1904481132,5088
HOLX,1h,0.46552797810960667,0.034472021890393334,179977.85632861636,5088
TRMB,1h,0.5344419383473488,0.034441938347348766,139979.73643867925,5088
EL,1h,0.5342969016966181,0.03429690169661814,238693.7781053459,5088
SNA,1h,0.4657102489145325,0.0342897510854675,34409.541666666664,5088
KHC,1h,0.4659044495820789,0.03409555041792112,843108.3989779875,5088
ALL,1h,0.466051462584469,0.033948537415531,233271.1018081761,5088
LOW,1h,0.4660798341341765,0.033920165865823526,371113.2590408805,5088
COP,1h,0.533350463835552,0.03335046383555196,793445.7446933963,5088
UBER,1h,0.533141834055411,0.033141834055411046,3301553.914308176,5088
CAT,1h,0.5330221333195742,0.033022133319574154,367470.8292059748,5088
CL,1h,0.46717131985244187,0.03282868014755813,483013.7470518868,5088
IEX,1h,0.46740525970409397,0.03259474029590603,46329.09355345912,5088
KO,1h,0.4674988726061113,0.03250112739388872,1591673.0420597484,5088
GLW,1h,0.46754333982766105,0.03245666017233895,513511.4583333333,5088
MET,1h,0.4677020691339842,0.03229793086601579,472606.46540880506,5088
USB,1h,0.5321895790343913,0.03218957903439135,1122539.9799528301,5088
UPS,1h,0.4678252439013862,0.03217475609861381,382365.6010220126,5088
MHK,1h,0.5319856272116225,0.03198562721162246,76250.2731918239,5088
AZO,1h,0.5319004141270989,0.031900414127098875,19425.647405660377,5088
HRL,1h,0.5315114080036994,0.03151140800369945,244524.43769654087,5088
CSX,1h,0.4688905621167273,0.031109437883272695,1542356.7503930817,5088
ADI,1h,0.4689034070120823,0.031096592987917726,379025.84001572325,5088
MPWR,1h,0.468995673496583,0.031004326503417,57607.939858490565,5088
MO,1h,0.4694159359852012,0.030584064014798795,1000836.2916666666,5088
YUM,1h,0.46958499468164455,0.030415005318355448,185853.7470518868,5088
CINF,1h,0.46961781524104185,0.030382184758958153,66758.86045597485,5088
DAL,1h,0.46995685273334376,0.030043147266656245,1468935.4899764152,5088
TDY,1h,0.46995920348886144,0.030040796511138557,28062.42511792453,5088
PH,1h,0.5295124828559503,0.029512482855950317,91334.68140723271,5088
JNPR,1h,0.4706462607633365,0.029353739236663512,427044.89661949687,5088
OKE,1h,0.4706731609722545,0.02932683902774552,323857.21835691825,5088
TPR,1h,0.4707445400807086,0.029255459919291404,439907.5058962264,5088
EVRG,1h,0.4707533634026573,0.029246636597342723,174277.02948113208,5088
FOXA,1h,0.47107415875679126,0.02892584124320874,364376.8343160377,5088
ANSS,1h,0.5288527374244322,0.028852737424432173,57493.77260220126,5088
IPG,1h,0.47120279167061524,0.02879720832938476,430500.829009434,5088
MA,1h,0.4715210537782081,0.028478946221791923,356337.2961871069,5088
DUK,1h,0.4715943008205553,0.028405699179444688,326758.129913522,5088
MSI,1h,0.5283277377446688,0.02832773774466879,78810.9799528302,5088
DGX,1h,0.471911751413612,0.028088248586387976,120069.24430031447,5088
PAYC,1h,0.5279484589620539,0.02794845896205389,70321.36772798742,5088
DLR,1h,0.5278603211400134,0.027860321140013355,220562.19870283018,5088
VTRS,1h,0.472200405726961,0.02779959427303902,1118582.2702437106,5088
